Sensors,SUNANGLE,Status,Latitude,Longitude,Temperature 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,LightHouse,Time ,Date,Timestamp,Year,hours
ML1 Status,-2.019899619,0.503305284,54.80873007,-3.904632997,1.916765615,-2.753487378,101324.3808,0.000157255,39.27082783,20.36772467,86.25909767,BullPointPost,18:59:20,29-03-2023,00:00:00,2023,18.98888889
ML1 Status,-2.021186912,0.503305457,54.80874142,-3.904604425,1.915443244,-2.755104624,101324.3612,0.000157261,39.26797787,20.36437903,86.26565813,WolfRock,18:58:31,29-03-2023,00:00:00,2023,18.97527778
Main optic,-2.022474205,0.50330563,54.80875278,-3.904575853,1.914120873,-2.756721869,101324.3416,0.000157267,39.26512791,20.36103338,86.27221859,Mousa,18:44:06,29-03-2023,00:00:00,2023,18.735
Optic Main,-2.023761498,0.503305803,54.80876413,-3.904547281,1.912798502,-2.758339115,101324.3221,0.000157274,39.26227795,20.35768774,86.27877905,Sumburgh_Head,18:37:35,29-03-2023,00:00:00,2023,18.62638889
Main Status,-2.025048791,0.503305976,54.80877549,-3.904518709,1.911476131,-2.75995636,101324.3025,0.00015728,39.25942799,20.3543421,86.28533951,Godrevy,18:36:01,29-03-2023,00:00:00,2023,18.60027778
Light,-2.026336084,0.503306149,54.80878684,-3.904490136,1.910153759,-2.761573606,101324.2829,0.000157286,39.25657803,20.35099646,86.29189997,Sule_Skerry,18:35:32,29-03-2023,00:00:00,2023,18.59222222
Light,-2.027623377,0.503306322,54.8087982,-3.904461564,1.908831388,-2.763190851,101324.2633,0.000157292,39.25372807,20.34765082,86.29846043,Flotta_Grinds_Buoy,18:35:21,29-03-2023,00:00:00,2023,18.58916667
Optic Main,-2.02891067,0.503306495,54.80880955,-3.904432992,1.907509017,-2.764808097,101324.2437,0.000157298,39.25087811,20.34430518,86.30502089,North_Ronaldsay,18:32:15,29-03-2023,00:00:00,2023,18.5375
ML1 Status,-2.030197963,0.503306668,54.80882091,-3.90440442,1.906186646,-2.766425343,101324.2241,0.000157304,39.24802815,20.34095954,86.31158135,BishopRock,18:23:49,29-03-2023,00:00:00,2023,18.39694444
ML1 Status,-2.031485256,0.503306841,54.80883226,-3.904375848,1.904864275,-2.768042588,101324.2046,0.00015731,39.24517818,20.3376139,86.31814181,Eddystone,17:38:40,29-03-2023,00:00:00,2023,17.64444444
ML1 Status,-2.032772549,0.503307014,54.80884362,-3.904347276,1.903541904,-2.769659834,101324.185,0.000157317,39.24232822,20.33426826,86.32470227,Eddystone,17:30:23,29-03-2023,00:00:00,2023,17.50638889
Main Optic,-2.034059842,0.503307187,54.80885497,-3.904318703,1.902219532,-2.771277079,101324.1654,0.000157323,39.23947826,20.33092262,86.33126273,Dunnet_Head,17:15:43,29-03-2023,00:00:00,2023,17.26194444
ML1 Status,-2.035347135,0.50330736,54.80886633,-3.904290131,1.900897161,-2.772894325,101324.1458,0.000157329,39.2366283,20.32757698,86.33782319,Eddystone,16:58:44,29-03-2023,00:00:00,2023,16.97888889
ML1 Status,-2.036634428,0.503307533,54.80887768,-3.904261559,1.89957479,-2.77451157,101324.1262,0.000157335,39.23377834,20.32423134,86.34438365,Eddystone,16:12:34,29-03-2023,00:00:00,2023,16.20944444
ML1 Status,-2.037921721,0.503307706,54.80888904,-3.904232987,1.898252419,-2.776128816,101324.1066,0.000157341,39.23092838,20.32088569,86.35094411,Eddystone,15:51:03,29-03-2023,00:00:00,2023,15.85083333
ML1 Status,-2.039209014,0.503307879,54.80890039,-3.904204415,1.896930048,-2.777746062,101324.0871,0.000157347,39.22807842,20.31754005,86.35750457,Eddystone,15:08:34,29-03-2023,00:00:00,2023,15.14277778
ML1 Status,-2.040496307,0.503308052,54.80891175,-3.904175842,1.895607677,-2.779363307,101324.0675,0.000157353,39.22522846,20.31419441,86.36406503,Eddystone,13:46:48,29-03-2023,00:00:00,2023,13.78
ML1 Status,-2.0417836,0.503308225,54.8089231,-3.90414727,1.894285305,-2.780980553,101324.0479,0.000157359,39.2223785,20.31084877,86.37062549,Eddystone,13:38:30,29-03-2023,00:00:00,2023,13.64166667
ML1 Status,-2.043070893,0.503308398,54.80893446,-3.904118698,1.892962934,-2.782597798,101324.0283,0.000157366,39.21952854,20.30750313,86.37718595,Eddystone,13:08:10,29-03-2023,00:00:00,2023,13.13611111
Main Status,-2.044358186,0.503308571,54.80894581,-3.904090126,1.891640563,-2.784215044,101324.0087,0.000157372,39.21667858,20.30415749,86.38374641,Godrevy,08:02:01,29-03-2023,00:00:00,2023,8.033611111
Main Optic,-2.045645479,0.503308744,54.80895717,-3.904061554,1.890318192,-2.785832289,101323.9891,0.000157378,39.21382862,20.30081185,86.39030687,Dunnet_Head,06:42:58,29-03-2023,00:00:00,2023,6.716111111
ML1 Status,-2.046932772,0.503308917,54.80896852,-3.904032982,1.888995821,-2.787449535,101323.9696,0.000157384,39.21097865,20.29746621,86.39686733,Eddystone,06:30:24,29-03-2023,00:00:00,2023,6.506666667
Optic Main,-2.048220065,0.50330909,54.80897988,-3.904004409,1.887673449,-2.78906678,101323.95,0.00015739,39.20812869,20.29412057,86.40342779,Sumburgh_Head,06:25:20,29-03-2023,00:00:00,2023,6.422222222
ML1 Status,-2.049507358,0.503309263,54.80899123,-3.903975837,1.886351078,-2.790684026,101323.9304,0.000157396,39.20527873,20.29077493,86.40998825,WolfRock,06:21:23,29-03-2023,00:00:00,2023,6.356388889
ML1 Status,-2.050794651,0.503309436,54.80900259,-3.903947265,1.885028707,-2.792301272,101323.9108,0.000157402,39.20242877,20.28742929,86.41654871,BishopRock,06:15:07,29-03-2023,00:00:00,2023,6.251944444
ML1 Status,-2.052081944,0.503309609,54.80901394,-3.903918693,1.883706336,-2.793918517,101323.8912,0.000157409,39.19957881,20.28408365,86.42310917,BullPointPost,06:14:35,29-03-2023,00:00:00,2023,6.243055556
Optic Main,-2.053369237,0.503309782,54.8090253,-3.903890121,1.882383965,-2.795535763,101323.8716,0.000157415,39.19672885,20.28073801,86.42966964,North_Ronaldsay,06:09:49,29-03-2023,00:00:00,2023,6.163611111
ML1 Status,-2.05465653,0.503309955,54.80903665,-3.903861548,1.881061594,-2.797153008,101323.8521,0.000157421,39.19387889,20.27739236,86.4362301,Lizard,06:00:40,29-03-2023,00:00:00,2023,6.011111111
Light,-2.055943824,0.503310128,54.80904801,-3.903832976,1.879739222,-2.798770254,101323.8325,0.000157427,39.19102893,20.27404672,86.44279056,Sule_Skerry,05:59:43,29-03-2023,00:00:00,2023,5.995277778
ML1 Status,-2.057231117,0.503310301,54.80905936,-3.903804404,1.878416851,-2.800387499,101323.8129,0.000157433,39.18817897,20.27070108,86.44935102,Trevose,05:59:40,29-03-2023,00:00:00,2023,5.994444444
Light,-2.05851841,0.503310474,54.80907072,-3.903775832,1.87709448,-2.802004745,101323.7933,0.000157439,39.18532901,20.26735544,86.45591148,Flotta_Grinds_Buoy,05:41:40,29-03-2023,00:00:00,2023,5.694444444
Main optic,-2.059805703,0.503310647,54.80908207,-3.90374726,1.875772109,-2.803621991,101323.7737,0.000157445,39.18247905,20.2640098,86.46247194,Mousa,05:38:31,29-03-2023,00:00:00,2023,5.641944444
Light,-2.061092996,0.50331082,54.80909343,-3.903718688,1.874449738,-2.805239236,101323.7541,0.000157452,39.17962908,20.26066416,86.4690324,North_Rona,05:23:16,29-03-2023,00:00:00,2023,5.387777778
Light,-2.062380289,0.503310993,54.80910478,-3.903690115,1.873127367,-2.806856482,101323.7346,0.000157458,39.17677912,20.25731852,86.47559286,North_Rona,19:17:16,28-03-2023,00:00:00,2023,19.28777778
ML1 Status,-2.063667582,0.503311166,54.80911614,-3.903661543,1.871804995,-2.808473727,101323.715,0.000157464,39.17392916,20.25397288,86.48215332,BishopRock,18:58:31,28-03-2023,00:00:00,2023,18.97527778
ML1 Status,-2.064954875,0.503311339,54.80912749,-3.903632971,1.870482624,-2.810090973,101323.6954,0.00015747,39.1710792,20.25062724,86.48871378,Trevose,18:56:26,28-03-2023,00:00:00,2023,18.94055556
ML1 Status,-2.066242168,0.503311512,54.80913885,-3.903604399,1.869160253,-2.811708218,101323.6758,0.000157476,39.16822924,20.2472816,86.49527424,Lizard,18:51:39,28-03-2023,00:00:00,2023,18.86083333
ML1 Status,-2.067529461,0.503311685,54.8091502,-3.903575827,1.867837882,-2.813325464,101323.6562,0.000157482,39.16537928,20.24393596,86.5018347,WolfRock,18:44:30,28-03-2023,00:00:00,2023,18.74166667
Optic Main,-2.068816754,0.503311858,54.80916156,-3.903547255,1.866515511,-2.81494271,101323.6366,0.000157488,39.16252932,20.24059032,86.50839516,Sumburgh_Head,18:41:31,28-03-2023,00:00:00,2023,18.69194444
Optic Main,-2.070104047,0.503312031,54.80917291,-3.903518682,1.86519314,-2.816559955,101323.6171,0.000157494,39.15967936,20.23724468,86.51495562,Sumburgh_Head,0.779189815,28-03-2023,00:00:00,2023,18.70055556
Main optic,-2.07139134,0.503312204,54.80918427,-3.90349011,1.863870768,-2.818177201,101323.5975,0.000157501,39.1568294,20.23389903,86.52151608,Mousa,18:38:45,28-03-2023,00:00:00,2023,18.64583333
Main Optic,-2.072678633,0.503312377,54.80919562,-3.903461538,1.862548397,-2.819794446,101323.5779,0.000157507,39.15397944,20.23055339,86.52807654,Balta_Sound,18:37:13,28-03-2023,00:00:00,2023,18.62027778
Light,-2.073965926,0.50331255,54.80920698,-3.903432966,1.861226026,-2.821411692,101323.5583,0.000157513,39.15112948,20.22720775,86.534637,Sule_Skerry,18:35:51,28-03-2023,00:00:00,2023,18.5975
ML1 Status,-2.075253219,0.503312723,54.80921833,-3.903404394,1.859903655,-2.823028937,101323.5387,0.000157519,39.14827952,20.22386211,86.54119746,BullPointPost,18:34:23,28-03-2023,00:00:00,2023,18.57305556
Optic Main,-2.076540512,0.503312896,54.80922969,-3.903375821,1.858581284,-2.824646183,101323.5191,0.000157525,39.14542955,20.22051647,86.54775792,North_Ronaldsay,18:34:51,28-03-2023,00:00:00,2023,18.58083333
Light,-2.077827805,0.503313069,54.80924104,-3.903347249,1.857258912,-2.826263428,101323.4996,0.000157531,39.14257959,20.21717083,86.55431838,Flotta_Grinds_Buoy,18:29:40,28-03-2023,00:00:00,2023,18.49444444
Optic Main,-2.079115098,0.503313242,54.8092524,-3.903318677,1.855936541,-2.827880674,101323.48,0.000157537,39.13972963,20.21382519,86.56087884,Sumburgh_Head,18:11:44,28-03-2023,00:00:00,2023,18.19555556
ML1 Status,-2.080402391,0.503313415,54.80926375,-3.903290105,1.85461417,-2.82949792,101323.4604,0.000157544,39.13687967,20.21047955,86.5674393,Eddystone,18:05:44,28-03-2023,00:00:00,2023,18.09555556
Main Optic,-2.081689684,0.503313588,54.80927511,-3.903261533,1.853291799,-2.831115165,101323.4408,0.00015755,39.13402971,20.20713391,86.57399976,Dunnet_Head,17:43:47,28-03-2023,00:00:00,2023,17.72972222
Main Status,-2.082976977,0.503313761,54.80928646,-3.903232961,1.851969428,-2.832732411,101323.4212,0.000157556,39.13117975,20.20378827,86.58056022,Godrevy,16:44:01,28-03-2023,00:00:00,2023,16.73361111
Main Status,-2.08426427,0.503313934,54.80929782,-3.903204388,1.850647057,-2.834349656,101323.4016,0.000157562,39.12832979,20.20044263,86.58712068,Godrevy,07:26:01,28-03-2023,00:00:00,2023,7.433611111
ML1 Status,-2.085551563,0.503314107,54.80930917,-3.903175816,1.849324685,-2.835966902,101323.3821,0.000157568,39.12547983,20.19709699,86.59368114,BullPointPost,06:32:16,28-03-2023,00:00:00,2023,6.537777778
Main Optic,-2.086838856,0.50331428,54.80932053,-3.903147244,1.848002314,-2.837584147,101323.3625,0.000157574,39.12262987,20.19375134,86.6002416,Balta_Sound,06:30:13,28-03-2023,00:00:00,2023,6.503611111
Main Optic,-2.088126149,0.503314453,54.80933188,-3.903118672,1.846679943,-2.839201393,101323.3429,0.00015758,39.11977991,20.1904057,86.60680207,Dunnet_Head,06:28:00,28-03-2023,00:00:00,2023,6.466666667
ML1 Status,-2.089413442,0.503314626,54.80934324,-3.9030901,1.845357572,-2.840818639,101323.3233,0.000157587,39.11692995,20.18706006,86.61336253,Eddystone,06:28:21,28-03-2023,00:00:00,2023,6.4725
ML1 Status,-2.090700735,0.503314799,54.80935459,-3.903061527,1.844035201,-2.842435884,101323.3037,0.000157593,39.11407999,20.18371442,86.61992299,WolfRock,06:20:54,28-03-2023,00:00:00,2023,6.348333333
ML1 Status,-2.091988029,0.503314972,54.80936595,-3.903032955,1.84271283,-2.84405313,101323.2841,0.000157599,39.11123002,20.18036878,86.62648345,BishopRock,06:14:29,28-03-2023,00:00:00,2023,6.241388889
Light,-2.093275322,0.503315144,54.8093773,-3.903004383,1.841390458,-2.845670375,101323.2646,0.000157605,39.10838006,20.17702314,86.63304391,Sule_Skerry,06:11:50,28-03-2023,00:00:00,2023,6.197222222
ML1 Status,-2.094562615,0.503315317,54.80938866,-3.902975811,1.840068087,-2.847287621,101323.245,0.000157611,39.1055301,20.1736775,86.63960437,Trevose,06:07:23,28-03-2023,00:00:00,2023,6.123055556
ML1 Status,-2.095849908,0.50331549,54.80940001,-3.902947239,1.838745716,-2.848904866,101323.2254,0.000157617,39.10268014,20.17033186,86.64616483,Lizard,06:06:59,28-03-2023,00:00:00,2023,6.116388889
Optic Main,-2.097137201,0.503315663,54.80941137,-3.902918667,1.837423345,-2.850522112,101323.2058,0.000157623,39.09983018,20.16698622,86.65272529,North_Ronaldsay,06:00:01,28-03-2023,00:00:00,2023,6.000277778
Optic Main,-2.098424494,0.503315836,54.80942272,-3.902890094,1.836100974,-2.852139358,101323.1862,0.000157629,39.09698022,20.16364058,86.65928575,Sumburgh_Head,05:59:17,28-03-2023,00:00:00,2023,5.988055556
Main optic,-2.099711787,0.503316009,54.80943408,-3.902861522,1.834778603,-2.853756603,101323.1666,0.000157636,39.09413026,20.16029494,86.66584621,Mousa,05:37:56,28-03-2023,00:00:00,2023,5.632222222
Light,-2.10099908,0.503316182,54.80944543,-3.90283295,1.833456231,-2.855373849,101323.1471,0.000157642,39.0912803,20.1569493,86.67240667,Flotta_Grinds_Buoy,05:35:40,28-03-2023,00:00:00,2023,5.594444444
Light,-2.102286373,0.503316355,54.80945679,-3.902804378,1.83213386,-2.856991094,101323.1275,0.000157648,39.08843034,20.15360366,86.67896713,North_Rona,05:23:15,28-03-2023,00:00:00,2023,5.3875
Light,-2.103573666,0.503316528,54.80946814,-3.902775806,1.830811489,-2.85860834,101323.1079,0.000157654,39.08558038,20.15025801,86.68552759,North_Rona,19:17:16,27-03-2023,00:00:00,2023,19.28777778
ML1 Status,-2.104860959,0.503316701,54.8094795,-3.902747233,1.829489118,-2.860225585,101323.0883,0.00015766,39.08273042,20.14691237,86.69208805,BishopRock,18:57:53,27-03-2023,00:00:00,2023,18.96472222
ML1 Status,-2.106148252,0.503316874,54.80949085,-3.902718661,1.828166747,-2.861842831,101323.0687,0.000157666,39.07988045,20.14356673,86.69864851,Lizard,18:53:30,27-03-2023,00:00:00,2023,18.89166667
ML1 Status,-2.107435545,0.503317047,54.80950221,-3.902690089,1.826844375,-2.863460076,101323.0491,0.000157672,39.07703049,20.14022109,86.70520897,Trevose,0.786111111,27-03-2023,00:00:00,2023,18.86666667
ML1 Status,-2.108722838,0.50331722,54.80951356,-3.902661517,1.825522004,-2.865077322,101323.0296,0.000157679,39.07418053,20.13687545,86.71176943,WolfRock,18:44:58,27-03-2023,00:00:00,2023,18.74944444
Light,-2.110010131,0.503317393,54.80952492,-3.902632945,1.824199633,-2.866694568,101323.01,0.000157685,39.07133057,20.13352981,86.71832989,Sule_Skerry,18:41:51,27-03-2023,00:00:00,2023,18.6975
Light,-2.111297424,0.503317566,54.80953627,-3.902604373,1.822877262,-2.868311813,101322.9904,0.000157691,39.06848061,20.13018417,86.72489035,Flotta_Grinds_Buoy,18:36:42,27-03-2023,00:00:00,2023,18.61166667
Optic Main,-2.112584717,0.503317739,54.80954763,-3.9025758,1.821554891,-2.869929059,101322.9708,0.000157697,39.06563065,20.12683853,86.73145081,Sumburgh_Head,18:34:00,27-03-2023,00:00:00,2023,18.56666667
Optic Main,-2.11387201,0.503317912,54.80955898,-3.902547228,1.82023252,-2.871546304,101322.9512,0.000157703,39.06278069,20.12349289,86.73801127,North_Ronaldsay,18:34:08,27-03-2023,00:00:00,2023,18.56888889
Main Optic,-2.115159303,0.503318085,54.80957034,-3.902518656,1.818910148,-2.87316355,101322.9316,0.000157709,39.05993073,20.12014725,86.74457173,Balta_Sound,18:33:18,27-03-2023,00:00:00,2023,18.555
ML1 Status,-2.116446596,0.503318258,54.80958169,-3.902490084,1.817587777,-2.874780795,101322.9121,0.000157715,39.05708077,20.11680161,86.75113219,BullPointPost,18:33:50,27-03-2023,00:00:00,2023,18.56388889
Main optic,-2.117733889,0.503318431,54.80959305,-3.902461512,1.816265406,-2.876398041,101322.8925,0.000157722,39.05423081,20.11345597,86.75769265,Mousa,18:23:30,27-03-2023,00:00:00,2023,18.39166667
ML1 Status,-2.119021182,0.503318604,54.8096044,-3.902432939,1.814943035,-2.878015287,101322.8729,0.000157728,39.05138085,20.11011033,86.76425311,Eddystone,18:09:39,27-03-2023,00:00:00,2023,18.16083333
Main Optic,-2.120308475,0.503318777,54.80961576,-3.902404367,1.813620664,-2.879632532,101322.8533,0.000157734,39.04853089,20.10676468,86.77081357,Dunnet_Head,17:42:02,27-03-2023,00:00:00,2023,17.70055556
Main Status,-2.121595768,0.50331895,54.80962711,-3.902375795,1.812298293,-2.881249778,101322.8337,0.00015774,39.04568092,20.10341904,86.77737403,Godrevy,17:38:01,27-03-2023,00:00:00,2023,17.63361111
Main Status,-2.122883061,0.503319123,54.80963847,-3.902347223,1.810975921,-2.882867023,101322.8141,0.000157746,39.04283096,20.1000734,86.78393449,Godrevy,06:42:01,27-03-2023,00:00:00,2023,6.700277778
Light,-2.124170354,0.503319296,54.80964982,-3.902318651,1.80965355,-2.884484269,101322.7946,0.000157752,39.039981,20.09672776,86.79049496,Sule_Skerry,06:35:51,27-03-2023,00:00:00,2023,6.5975
Main Optic,-2.125457647,0.503319469,54.80966118,-3.902290079,1.808331179,-2.886101514,101322.775,0.000157758,39.03713104,20.09338212,86.79705542,Dunnet_Head,06:30:10,27-03-2023,00:00:00,2023,6.502777778
ML1 Status,-2.12674494,0.503319642,54.80967253,-3.902261506,1.807008808,-2.88771876,101322.7554,0.000157764,39.03428108,20.09003648,86.80361588,Eddystone,06:15:20,27-03-2023,00:00:00,2023,6.255555556
ML1 Status,-2.128032234,0.503319815,54.80968389,-3.902232934,1.805686437,-2.889336006,101322.7358,0.000157771,39.03143112,20.08669084,86.81017634,WolfRock,06:08:32,27-03-2023,00:00:00,2023,6.142222222
ML1 Status,-2.129319527,0.503319988,54.80969524,-3.902204362,1.804364066,-2.890953251,101322.7162,0.000157777,39.02858116,20.0833452,86.8167368,BullPointPost,06:06:53,27-03-2023,00:00:00,2023,6.114722222
ML1 Status,-2.13060682,0.503320161,54.8097066,-3.90217579,1.803041694,-2.892570497,101322.6966,0.000157783,39.0257312,20.07999956,86.82329726,BishopRock,06:01:07,27-03-2023,00:00:00,2023,6.018611111
ML1 Status,-2.131894113,0.503320334,54.80971795,-3.902147218,1.801719323,-2.894187742,101322.6771,0.000157789,39.02288124,20.07665392,86.82985772,Lizard,06:00:03,27-03-2023,00:00:00,2023,6.000833333
ML1 Status,-2.133181406,0.503320507,54.80972931,-3.902118646,1.800396952,-2.895804988,101322.6575,0.000157795,39.02003128,20.07330828,86.83641818,Trevose,05:57:33,27-03-2023,00:00:00,2023,5.959166667
Optic Main,-2.134468699,0.50332068,54.80974066,-3.902090073,1.799074581,-2.897422233,101322.6379,0.000157801,39.01718132,20.06996264,86.84297864,North_Ronaldsay,05:57:21,27-03-2023,00:00:00,2023,5.955833333
Optic Main,-2.135755992,0.503320853,54.80975202,-3.902061501,1.79775221,-2.899039479,101322.6183,0.000157807,39.01433135,20.06661699,86.8495391,Sumburgh_Head,05:53:16,27-03-2023,00:00:00,2023,5.887777778
Main Optic,-2.137043285,0.503321026,54.80976337,-3.902032929,1.796429839,-2.900656724,101322.5987,0.000157814,39.01148139,20.06327135,86.85609956,Balta_Sound,05:46:27,27-03-2023,00:00:00,2023,5.774166667
Main optic,-2.138330578,0.503321199,54.80977473,-3.902004357,1.795107467,-2.90227397,101322.5791,0.00015782,39.00863143,20.05992571,86.86266002,Mousa,05:33:58,27-03-2023,00:00:00,2023,5.566111111
Light,-2.139617871,0.503321372,54.80978608,-3.901975785,1.793785096,-2.903891216,101322.5595,0.000157826,39.00578147,20.05658007,86.86922048,Flotta_Grinds_Buoy,05:30:41,27-03-2023,00:00:00,2023,5.511388889
Light,-2.140905164,0.503321545,54.80979744,-3.901947212,1.792462725,-2.905508461,101322.54,0.000157832,39.00293151,20.05323443,86.87578094,North_Rona,05:29:16,27-03-2023,00:00:00,2023,5.487777778
Light,-2.142192457,0.503321718,54.80980879,-3.90191864,1.791140354,-2.907125707,101322.5204,0.000157838,39.00008155,20.04988879,86.8823414,North_Rona,19:29:17,26-03-2023,00:00:00,2023,19.48805556
Light,-2.14347975,0.503321891,54.80982015,-3.901890068,1.789817983,-2.908742952,101322.5008,0.000157844,38.99723159,20.04654315,86.88890186,Sule_Skerry,19:05:51,26-03-2023,00:00:00,2023,19.0975
ML1 Status,-2.144767043,0.503322064,54.8098315,-3.901861496,1.788495611,-2.910360198,101322.4812,0.00015785,38.99438163,20.04319751,86.89546232,Trevose,19:04:06,26-03-2023,00:00:00,2023,19.06833333
ML1 Status,-2.146054336,0.503322237,54.80984286,-3.901832924,1.78717324,-2.911977443,101322.4616,0.000157857,38.99153167,20.03985187,86.90202278,BishopRock,19:04:15,26-03-2023,00:00:00,2023,19.07083333
ML1 Status,-2.147341629,0.50332241,54.80985421,-3.901804352,1.785850869,-2.913594689,101322.442,0.000157863,38.98868171,20.03650623,86.90858324,Lizard,18:58:51,26-03-2023,00:00:00,2023,18.98083333
ML1 Status,-2.148628922,0.503322583,54.80986557,-3.901775779,1.784528498,-2.915211935,101322.4225,0.000157869,38.98583175,20.03316059,86.9151437,WolfRock,18:53:16,26-03-2023,00:00:00,2023,18.88777778
Optic Main,-2.149916215,0.503322756,54.80987692,-3.901747207,1.783206127,-2.91682918,101322.4029,0.000157875,38.98298179,20.02981495,86.92170416,Sumburgh_Head,18:51:44,26-03-2023,00:00:00,2023,18.86222222
ML1 Status,-2.151203508,0.503322929,54.80988828,-3.901718635,1.781883756,-2.918446426,101322.3833,0.000157881,38.98013182,20.02646931,86.92826462,BullPointPost,18:47:10,26-03-2023,00:00:00,2023,18.78611111
Main Optic,-2.152490801,0.503323102,54.80989963,-3.901690063,1.780561384,-2.920063671,101322.3637,0.000157887,38.97728186,20.02312366,86.93482508,Balta_Sound,18:42:15,26-03-2023,00:00:00,2023,18.70416667
Main optic,-2.153778094,0.503323275,54.80991099,-3.901661491,1.779239013,-2.921680917,101322.3441,0.000157893,38.9744319,20.01977802,86.94138554,Mousa,18:42:37,26-03-2023,00:00:00,2023,18.71027778
Light,-2.155065387,0.503323448,54.80992234,-3.901632918,1.777916642,-2.923298162,101322.3245,0.000157899,38.97158194,20.01643238,86.947946,Flotta_Grinds_Buoy,18:35:41,26-03-2023,00:00:00,2023,18.59472222
ML1 Status,-2.15635268,0.503323621,54.8099337,-3.901604346,1.776594271,-2.924915408,101322.305,0.000157906,38.96873198,20.01308674,86.95450646,Eddystone,18:33:39,26-03-2023,00:00:00,2023,18.56083333
Optic Main,-2.157639973,0.503323794,54.80994505,-3.901575774,1.7752719,-2.926532653,101322.2854,0.000157912,38.96588202,20.0097411,86.96106692,North_Ronaldsay,18:31:04,26-03-2023,00:00:00,2023,18.51777778
Main Status,-2.158927266,0.503323967,54.80995641,-3.901547202,1.773949529,-2.928149899,101322.2658,0.000157918,38.96303206,20.00639546,86.96762738,Godrevy,18:25:01,26-03-2023,00:00:00,2023,18.41694444
Main Optic,-2.160214559,0.50332414,54.80996776,-3.90151863,1.772627157,-2.929767145,101322.2462,0.000157924,38.9601821,20.00304982,86.97418785,Dunnet_Head,18:09:35,26-03-2023,00:00:00,2023,18.15972222
ML1 Status,-2.161501852,0.503324313,54.80997912,-3.901490058,1.771304786,-2.93138439,101322.2266,0.00015793,38.95733214,19.99970418,86.98074831,Eddystone,10:34:25,26-03-2023,00:00:00,2023,10.57361111
ML1 Status,-2.162789145,0.503324486,54.80999047,-3.901461485,1.769982415,-2.933001636,101322.207,0.000157936,38.95448218,19.99635854,86.98730877,Eddystone,09:33:03,26-03-2023,00:00:00,2023,9.550833333
Main Status,-2.164076439,0.503324659,54.81000183,-3.901432913,1.768660044,-2.934618881,101322.1875,0.000157942,38.95163222,19.9930129,86.99386923,Godrevy,07:43:01,26-03-2023,00:00:00,2023,7.716944444
Main Optic,-2.165363732,0.503324832,54.81001318,-3.901404341,1.767337673,-2.936236127,101322.1679,0.000157949,38.94878226,19.98966726,87.00042969,Dunnet_Head,06:52:15,26-03-2023,00:00:00,2023,6.870833333
ML1 Status,-2.166651025,0.503325004,54.81002454,-3.901375769,1.766015302,-2.937853372,101322.1483,0.000157955,38.94593229,19.98632162,87.00699015,Eddystone,06:40:31,26-03-2023,00:00:00,2023,6.675277778
Light,-2.167938318,0.503325177,54.81003589,-3.901347197,1.76469293,-2.939470618,101322.1287,0.000157961,38.94308233,19.98297598,87.01355061,Sule_Skerry,06:35:15,26-03-2023,00:00:00,2023,6.5875
ML1 Status,-2.169225611,0.50332535,54.81004725,-3.901318624,1.763370559,-2.941087864,101322.1091,0.000157967,38.94023237,19.97963033,87.02011107,Trevose,06:35:48,26-03-2023,00:00:00,2023,6.596666667
ML1 Status,-2.170512904,0.503325523,54.8100586,-3.901290052,1.762048188,-2.942705109,101322.0895,0.000157973,38.93738241,19.97628469,87.02667153,WolfRock,06:33:29,26-03-2023,00:00:00,2023,6.558055556
ML1 Status,-2.171800197,0.503325696,54.81006996,-3.90126148,1.760725817,-2.944322355,101322.07,0.000157979,38.93453245,19.97293905,87.03323199,BullPointPost,06:24:46,26-03-2023,00:00:00,2023,6.412777778
ML1 Status,-2.17308749,0.503325869,54.81008131,-3.901232908,1.759403446,-2.9459396,101322.0504,0.000157985,38.93168249,19.96959341,87.03979245,Lizard,06:23:09,26-03-2023,00:00:00,2023,6.385833333
ML1 Status,-2.174374783,0.503326042,54.81009267,-3.901204336,1.758081074,-2.947556846,101322.0308,0.000157992,38.92883253,19.96624777,87.04635291,BishopRock,06:19:37,26-03-2023,00:00:00,2023,6.326944444
Light,-2.175662076,0.503326215,54.81010402,-3.901175764,1.756758703,-2.949174091,101322.0112,0.000157998,38.92598257,19.96290213,87.05291337,Flotta_Grinds_Buoy,06:17:42,26-03-2023,00:00:00,2023,6.295
Main Optic,-2.176949369,0.503326388,54.81011538,-3.901147191,1.755436332,-2.950791337,101321.9916,0.000158004,38.92313261,19.95955649,87.05947383,Balta_Sound,06:02:11,26-03-2023,00:00:00,2023,6.036388889
Optic Main,-2.178236662,0.503326561,54.81012673,-3.901118619,1.754113961,-2.952408583,101321.972,0.00015801,38.92028265,19.95621085,87.06603429,North_Ronaldsay,06:00:27,26-03-2023,00:00:00,2023,6.0075
Optic Main,-2.179523955,0.503326734,54.81013809,-3.901090047,1.75279159,-2.954025828,101321.9525,0.000158016,38.91743269,19.95286521,87.07259475,Sumburgh_Head,05:56:08,26-03-2023,00:00:00,2023,5.935555556
Main optic,-2.180811248,0.503326907,54.81014944,-3.901061475,1.751469219,-2.955643074,101321.9329,0.000158022,38.91458272,19.94951957,87.07915521,Mousa,05:49:38,26-03-2023,00:00:00,2023,5.827222222
